arredamos	ar|re|da$mos|
poetizaras	po|e|ti|za$ras|
assovinareis	as|so|vi|na|reis$
corricados	cor|ri|ca$dos|
empolar-vos-emos	em|po|lar|vos|e$mos|
rastejara	ras|te|ja$ra|
apreciariam	a|pre|ci|a|ri|am$
dedicam	de|di|cam$
grelará	gre|la|rá$
malcozesse	mal|co|zes$se|
anteceder-vos-ias	an|te|ce|der|vos|i$as|
desconsideravam	des|con|si|de|ra|vam$
asneiração	as|nei|ra|ção$
mediterrâneas	me|di|ter|râ$neas|
enviesas	en|vi|e$sas|
impossibilitada	im|pos|si|bi|li|ta$da|
memoriarias	me|mo|ri|a|ri$as|
glúten	glú$ten|
togaras	to|ga$ras|
funcionas	fun|ci|o$nas|
apitarem	a|pi|ta$rem|
alacaiá-las	a|la|cai|á$las|
aprestamávamos	a|pres|ta|má$va|mos|
reencontres	re|en|con$tres|
desajuizaríeis	de|sa|ju|i|za|rí$eis|
sarilharia	sa|ri|lha|ri$a|
mediatamente	me|di|a|ta|men$te|
garrotou	gar|ro|tou$
zangasse	zan|gas$se|
invernarei	in|ver|na|rei$
engraçáveis	en|gra|çá$veis|
crismamos	cris|ma$mos|
nanásseis	na|nás$seis|
picadoras	pi|ca|do$ras|
abreviasse	a|bre|vi|as$se|
espingardávamos	es|pin|gar|dá$va|mos|
remordia	re|mor|di$a|
quarentena	qua|ren|te$na|
ensaboá-lo-íeis	en|sa|bo|á|lo|í$eis|
reiterássemos	rei|te|rás$se|mos|
demovias	de|mo|vi$as|
estereotipasses	es|te|re|o|ti|pas$ses|
avioletadas	a|vi|o|le|ta$das|
predominara	pre|do|mi|na$ra|
escavacou	es|ca|va|cou$
cretinizações	cre|ti|ni|za|ções$
gracejáveis	gra|ce|já$veis|
sobrealimentam	so|bre|a|li|men|tam$
desapreciara	de|sa|pre|ci|a$ra|
chalaçassem	cha|la|ças$sem|
loteareis	lo|te|a|reis$
cerniras	cer|ni$ras|
fantasmagorizem	fan|tas|ma|go|ri$zem|
distinto	dis|tin$to|
oferendar-me-á	o|fe|ren|dar|me|á$
impropriássemos	im|pro|pri|ás$se|mos|
desistira	de|sis|ti$ra|
gelatinizaram	ge|la|ti|ni|za$ram|
estouráreis	es|tou|rá$reis|
assassinásseis	as|sas|si|nás$seis|
ofegoso	o|fe|go$so|
suinícolas	su|i|ní$co|las|
especulásseis	es|pe|cu|lás$seis|
escachá-lo-ei	es|ca|chá|lo|ei$
rilhadoras	ri|lha|do$ras|
penalizar	pe|na|li|zar$
destrinçaríeis	des|trin|ça|rí$eis|
parcializara	par|ci|a|li|za$ra|
regelam	re|ge|lam$
cedência	ce|dên$cia|
aprumado	a|pru|ma$do|
reclamava	re|cla|ma$va|
barbava	bar|ba$va|
saltaricassem	sal|ta|ri|cas$sem|
enrobusteçais	en|ro|bus|te|çais$
abjuráramos	ab|ju|rá$ra|mos|
assoldadáveis	as|sol|da|dá$veis|
experimentar-te-ias	ex|pe|ri|men|tar|te|i$as|
remagnetizai	re|mag|ne|ti|zai$
zebrais	ze|brais$
filigranar-lhes-eis	fi|li|gra|nar|lhes|eis$
esmaltassem	es|mal|tas$sem|
polpação	pol|pa|ção$
desamortizásseis	de|sa|mor|ti|zás$seis|
graváramos	gra|vá$ra|mos|
intrometessem	in|tro|me|tes$sem|
regeladoras	re|ge|la|do$ras|
junquei	jun|quei$
encastra	en|cas$tra|
petrificai	pe|tri|fi|cai$
fechado	fe|cha$do|
impulsáramos	im|pul|sá$ra|mos|
especulativa	es|pe|cu|la|ti$va|
urinário	u|ri|ná$rio|
hoteleira	ho|te|lei$ra|
redinamizaríamos	re|di|na|mi|za|rí$a|mos|
disjuntar-lha	dis|jun|tar|lha$
penichense	pe|ni|chen$se|
mesquinhando	mes|qui|nhan$do|
malaios	ma|lai$os|
despedistes	des|pe|dis$tes|
engordar-vos-ás	en|gor|dar|vos|ás$
gondolásseis	gon|do|lás$seis|
xileno	xi|le$no|
crescerias	cres|ce|ri$as|
relegá-lo-iam	re|le|gá|lo|i|am$
acirrar-vos-ias	a|cir|rar|vos|i$as|
desagrilhoem	de|sa|gri|lho$em|
horrorizei	hor|ro|ri|zei$
intrometerão	in|tro|me|te|rão$
avisadoras	a|vi|sa|do$ras|
fremes-vos	fre$mes|vos|
particularizada	par|ti|cu|la|ri|za$da|
pressuporem	pres|su|po$rem|
dever-lhe	de|ver$lhe|
pornografarão	por|no|gra|fa|rão$
savanas	sa|va$nas|
rodarmos	ro|dar$mos|
interpretásseis	in|ter|pre|tás$seis|
espartilharmos	es|par|ti|lhar$mos|
gozarão	go|za|rão$
desflorescessem	des|flo|res|ces$sem|
aligeirados	a|li|gei|ra$dos|
mudarmos	mu|dar$mos|
metadona	me|ta|do$na|
corcovearíeis	cor|co|ve|a|rí$eis|
maculaste	ma|cu|las$te|
armar-te-emos	ar|mar|te|e$mos|
subempregador	su|bem|pre|ga$dor|
sensibilizaste	sen|si|bi|li|zas$te|
quedastes	que|das$tes|
carola	ca|ro$la|
despeitar	des|pei|tar$
moderar-nos-ás	mo|de|rar|nos|ás$
lengalengarei	len|ga|len|ga|rei$
procriar-nos-emos	pro|cri|ar|nos|e$mos|
conservaste	con|ser|vas$te|
propalareis	pro|pa|la|reis$
subalternizassem	su|bal|ter|ni|zas$sem|
descentralizada	des|cen|tra|li|za$da|
acometeríeis	a|co|me|te|rí$eis|
pensássemos	pen|sás$se|mos|
embotar-lhe-á	em|bo|tar|lhe|á$
encanadas	en|ca|na$das|
barbeáreis	bar|be|á$reis|
receitarmos	re|cei|tar$mos|
remavas	re|ma$vas|
apatrulhei	a|pa|tru|lhei$
afivelada	a|fi|ve|la$da|
superiorizou	su|pe|ri|o|ri|zou$
vesguearão	ves|gue|a|rão$
abeiçarei	a|bei|ça|rei$
abusivas	a|bu|si$vas|
desatarraxareis	de|sa|tar|ra|xa|reis$
erubescer-nos-á	e|ru|bes|cer|nos|á$
pretenderas	pre|ten|de$ras|
cachoeirei	ca|choei|rei$
nepaleses	ne|pa|le$ses|
beires	bei$res|
carregaras	car|re|ga$ras|
homérica	ho|mé$ri|ca|
baronizais	ba|ro|ni|zais$
horizontais	ho|ri|zon|tais$
oferendeis	o|fe|ren|deis$
aguara	a|gua$ra|
uniformizáveis	u|ni|for|mi|zá$veis|
caricaturava	ca|ri|ca|tu|ra$va|
estigmatizámos	es|tig|ma|ti|zá$mos|
reformatara	re|for|ma|ta$ra|
descares	des|ca$res|
abalável	a|ba|lá$vel|
reexibires	re|e|xi|bi$res|
desatordoareis	de|sa|tor|do|a|reis$
desforraram	des|for|ra$ram|
demonstrares	de|mons|tra$res|
desregulável	des|re|gu|lá$vel|
embirrante	em|bir|ran$te|
desengalfinhado	de|sen|gal|fi|nha$do|
embalsamos	em|bal|sa$mos|
acobarda	a|co|bar$da|
adoestareis	a|do|es|ta|reis$
mangado	man|ga$do|
empastele	em|pas|te$le|
caldearão	cal|de|a|rão$
emporcaste	em|por|cas$te|
amigáveis	a|mi|gá$veis|
alegrar-nos-íamos	a|le|grar|nos|í$a|mos|
caluniaste	ca|lu|ni|as$te|
desquerer-lhes-íamos	des|que|rer|lhes|í$a|mos|
juros	ju$ros|
prodigiosamente	pro|di|gi|o|sa|men$te|
interessas	in|te|res$sas|
gerámos	ge|rá$mos|
comoveríeis	co|mo|ve|rí$eis|
repatriaste	re|pa|tri|as$te|
factorizada	fac|to|ri|za$da|
monumentalizaram	mo|nu|men|ta|li|za$ram|
durmo	dur$mo|
desempacotaríeis	de|sem|pa|co|ta|rí$eis|
despender	des|pen|der$
lucubrar	lu|cu|brar$
avincáveis	a|vin|cá$veis|
indianizar-me-íamos	in|di|a|ni|zar|me|í$a|mos|
arrotarem	ar|ro|ta$rem|
desalentadora	de|sa|len|ta|do$ra|
exercitaste	e|xer|ci|tas$te|
subprodutivismo	sub|pro|du|ti|vis$mo|
acusava	a|cu|sa$va|
preconizar	pre|co|ni|zar$
apanigúem	a|pa|ni|gú$em|
reservar-lhos	re|ser|var|lhos$
percorre	per|cor$re|
amargarem	a|mar|ga$rem|
entorpeço	en|tor|pe$ço|
deras-te	de$ras|te|
desaponteis	de|sa|pon|teis$
rimasse	ri|mas$se|
evaporizar	e|va|po|ri|zar$
preordenasse	pre|or|de|nas$se|
encornarem	en|cor|na$rem|
discrepes	dis|cre$pes|
contradissera	con|tra|dis|se$ra|
pálido	pá$li|do|
embalsamo	em|bal|sa$mo|
hostil	hos|til$
retardaras	re|tar|da$ras|
remedirmos	re|me|dir$mos|
levitarem	le|vi|ta$rem|
desbravara	des|bra|va$ra|
zarpe	zar$pe|
vibrai	vi|brai$
psicomotores	psi|co|mo|to$res|
prescreverão	pres|cre|ve|rão$
retribuir-nos-íamos	re|tri|bu|ir|nos|í$a|mos|
moerias	mo|e|ri$as|
rafou	ra|fou$
policiaríeis	po|li|ci|a|rí$eis|
bachicaras	ba|chi|ca$ras|
remediar-vos-ia	re|me|di|ar|vos|i$a|
adversares	ad|ver|sa$res|
restaurei	res|tau|rei$
indulgenciai	in|dul|gen|ci|ai$
catrafilariam	ca|tra|fi|la|ri|am$
triturei	tri|tu|rei$
dezenas	de|ze$nas|
tracejarias	tra|ce|ja|ri$as|
chamuscadela	cha|mus|ca|de$la|
remastigarei	re|mas|ti|ga|rei$
enfartais	en|far|tais$
remineralizaríeis	re|mi|ne|ra|li|za|rí$eis|
flagelasses	fla|ge|las$ses|
ressaíam	res|sa|í$am|
monitorizávamos	mo|ni|to|ri|zá$va|mos|
plantações	plan|ta|ções$
consolidares	con|so|li|da$res|
reingressa	rein|gres$sa|
tipificastes	ti|pi|fi|cas$tes|
racione	ra|ci|o$ne|
desenguiçarão	de|sen|gui|ça|rão$
baldrocaste	bal|dro|cas$te|
Margão	mar|gão$
encardidos	en|car|di$dos|
prevaricaríeis	pre|va|ri|ca|rí$eis|
palmarias	pal|ma|ri$as|
borregueiro	bor|re|guei$ro|
anexariam	a|ne|xa|ri|am$
imigráveis	i|mi|grá$veis|
escarnirias	es|car|ni|ri$as|
contramarquem	con|tra|mar$quem|
desenformamos	de|sen|for|ma$mos|
refecundo	re|fe|cun$do|
ventiladas	ven|ti|la$das|
morarás	mo|ra|rás$
marcariam	mar|ca|ri|am$
visionadas	vi|si|o|na$das|
desmamaras	des|ma|ma$ras|
privávamos	pri|vá$va|mos|
amargurásseis	a|mar|gu|rás$seis|
apures	a|pu$res|
despoetizastes	des|po|e|ti|zas$tes|
enovelar-vos-ás	e|no|ve|lar|vos|ás$
causticámos	caus|ti|cá$mos|
empedrando	em|pe|dran$do|
escutar-nos-ia	es|cu|tar|nos|i$a|
espreguiçadas	es|pre|gui|ça$das|
polarizássemos	po|la|ri|zás$se|mos|
misturamos	mis|tu|ra$mos|
vacinaram	va|ci|na$ram|
reboqueis	re|bo|queis$
introspectivos	in|tros|pec|ti$vos|
assediaste	as|se|di|as$te|
demoliam	de|mo|li|am$
citavam	ci|ta|vam$
inoves	i|no$ves|
oraculizarem	o|ra|cu|li|za$rem|
simpatizáramos	sim|pa|ti|zá$ra|mos|
desaparafuses	de|sa|pa|ra|fu$ses|
ventilas	ven|ti$las|
cabritai	ca|bri|tai$
aquilatar-lhes-ás	a|qui|la|tar|lhes|ás$
reprodutividade	re|pro|du|ti|vi|da$de|
despiolhada	des|pi|o|lha$da|
oferendar-vos-ias	o|fe|ren|dar|vos|i$as|
minimizaremos	mi|ni|mi|za|re$mos|
convulsionarás	con|vul|si|o|na|rás$
descoroas	des|co|ro$as|
pronúncia	pro|nún$cia|
prototiparias	pro|to|ti|pa|ri$as|
desburocratizais	des|bu|ro|cra|ti|zais$
alqueiras	al|quei$ras|
interdependo	in|ter|de|pen$do|
aninhamentos	a|ni|nha|men$tos|
perdoarei	per|do|a|rei$
racionáreis	ra|ci|o|ná$reis|
rareara	ra|re|a$ra|
admirabilidade	ad|mi|ra|bi|li|da$de|
enfardais	en|far|dais$
anestesiei	a|nes|te|siei$
imaginável	i|ma|gi|ná$vel|
trato	tra$to|
alvoroçadoras	al|vo|ro|ça|do$ras|
refresque	re|fres$que|
proletarizai	pro|le|ta|ri|zai$
reintegraríeis	rein|te|gra|rí$eis|
revacinares	re|va|ci|na$res|
lubrificarem	lu|bri|fi|ca$rem|
acomodavas	a|co|mo|da$vas|
começo-lhos	co|me|ço|lhos$
vistoriavas	vis|to|ri|a$vas|
ensebasse	en|se|bas$se|
automobilizaram	au|to|mo|bi|li|za$ram|
orçar-me-ás	or|çar|me|ás$
latinizaríamos	la|ti|ni|za|rí$a|mos|
educação	e|du|ca|ção$
exaltara	e|xal|ta$ra|
loirastes	loi|ras$tes|
barreirarão	bar|rei|ra|rão$
lanhareis	la|nha|reis$
bonificaras	bo|ni|fi|ca$ras|
liquefeitos	li|que|fei$tos|
abstrair-vos-iam	abs|tra|ir|vos|i|am$
temperava	tem|pe|ra$va|
batotar-nos-ão	ba|to|tar|nos|ão$
lancheiras	lan|chei$ras|
adversativa	ad|ver|sa|ti$va|
desobrigas	de|so|bri$gas|
desconsideraste	des|con|si|de|ras$te|
borbotardes	bor|bo|tar$des|
beirávamos	bei|rá$va|mos|
reequipavam	re|e|qui|pa|vam$
duvidarem	du|vi|da$rem|
aldrabasse	al|dra|bas$se|
lufaria	lu|fa|ri$a|
auferíeis	au|fe|rí$eis|
entabulariam	en|ta|bu|la|ri|am$
deseducava	de|se|du|ca$va|
trufei	tru|fei$
recambiá-lo	re|cam|bi|á$lo|
arsenal	ar|se|nal$
enterrai	en|ter|rai$
arqueis	ar|queis$
caracterizando	ca|rac|te|ri|zan$do|
confluais	con|fluais$
desesperem	de|ses|pe$rem|
preconizariam	pre|co|ni|za|ri|am$
clarificáramos	cla|ri|fi|cá$ra|mos|
carpimentos	car|pi|men$tos|
gaseificaríeis	ga|sei|fi|ca|rí$eis|
reactualizamos	re|ac|tu|a|li|za$mos|
pompeado	pom|pe|a$do|
endemizariam	en|de|mi|za|ri|am$
intoxicada	in|to|xi|ca$da|
reconvalescer-me-ão	re|con|va|les|cer|me|ão$
clarimostramos	cla|ri|mos|tra$mos|
centelháreis	cen|te|lhá$reis|
supliciámos	su|pli|ci|á$mos|
arrebatadoras	ar|re|ba|ta|do$ras|
orifícios	o|ri|fí$cios|
espalhafatássemos	es|pa|lha|fa|tás$se|mos|
dicionarizariam	di|ci|o|na|ri|za|ri|am$
estimulo	es|ti|mu$lo|
manobres	ma|no$bres|
denudeis	de|nu|deis$
Damasco	da|mas$co|
desabrigarem	de|sa|bri|ga$rem|
escarranchadas	es|car|ran|cha$das|
coagisse	co|a|gis$se|
antedéreis-me	an|te|dé$reis|me|
cindíeis	cin|dí$eis|
cavilhares	ca|vi|lha$res|
infecundasse	in|fe|cun|das$se|
recasara	re|ca|sa$ra|
rejubiladas	re|ju|bi|la$das|
brandida	bran|di$da|
sarniríamos	sar|ni|rí$a|mos|
apingentem	a|pin|gen$tem|
desconsertá-lo-ia	des|con|ser|tá|lo|i$a|
somar-se-ia	so|mar|se|i$a|
naufragarias	nau|fra|ga|ri$as|
atacanháreis	a|ta|ca|nhá$reis|
potenciação	po|ten|ci|a|ção$
arqueologista	ar|que|o|lo|gis$ta|
prensais	pren|sais$
sociabilizásseis	so|ci|a|bi|li|zás$seis|
murmuraras	mur|mu|ra$ras|
rondava	ron|da$va|
financista	fi|nan|cis$ta|
joguetei	jo|gue|tei$
aquiescer-lhe-eis	a|qui|es|cer|lhe|eis$
asfaltavam	as|fal|ta|vam$
retomara	re|to|ma$ra|
empoláreis	em|po|lá$reis|
coadquiras	co|ad|qui$ras|
repintar-lhe-eis	re|pin|tar|lhe|eis$
veranearam	ve|ra|ne|a$ram|
mostrengues	mos|tren$gues|
desatoleis	de|sa|to|leis$
gelificadas	ge|li|fi|ca$das|
refecundáramos	re|fe|cun|dá$ra|mos|
aconchegava	a|con|che|ga$va|
submeterá	sub|me|te|rá$
envernizadoras	en|ver|ni|za|do$ras|
soalhá-lo-ei	so|a|lhá|lo|ei$
lacrimosas	la|cri|mo$sas|
corporizem	cor|po|ri$zem|
declivámos	de|cli|vá$mos|
indeclinabilidades	in|de|cli|na|bi|li|da$des|
traduzido	tra|du|zi$do|
laquearmos	la|que|ar$mos|
calarás	ca|la|rás$
pensadura	pen|sa|du$ra|
consertará	con|ser|ta|rá$
destrambelhar-me	des|tram|be|lhar$me|
uivarmos	u|i|var$mos|
delongásseis	de|lon|gás$seis|
sulcar-vos-íamos	sul|car|vos|í$a|mos|
lacrar-nos-iam	la|crar|nos|i|am$
abrasiva	a|bra|si$va|
reabastece	re|a|bas|te$ce|
chafarizes	cha|fa|ri$zes|
comprimas	com|pri$mas|
desnasalaremos	des|na|sa|la|re$mos|
rubricar-te-iam	ru|bri|car|te|i|am$
bobinados	bo|bi|na$dos|
pedanteando	pe|dan|te|an$do|
interrogarão	in|ter|ro|ga|rão$
aforquilháramos	a|for|qui|lhá$ra|mos|
amalucares	a|ma|lu|ca$res|
calçotas	cal|ço$tas|
avaliavas	a|va|li|a$vas|
exportais	ex|por|tais$
empunhará	em|pu|nha|rá$
descasalavas	des|ca|sa|la$vas|
escarafunchar	es|ca|ra|fun|char$
comprar-vos-íamos	com|prar|vos|í$a|mos|
increndo	in|cren$do|
gafa	ga$fa|
emergiríamos	e|mer|gi|rí$a|mos|
cravejar	cra|ve|jar$
apatifavam	a|pa|ti|fa|vam$
escusatório	es|cu|sa|tó$rio|
retributiva	re|tri|bu|ti$va|
deixei	dei|xei$
ziguezagueavam	zi|gue|za|gue|a|vam$
descalçarmos	des|cal|çar$mos|
reescalarás	re|es|ca|la|rás$
washingtonianas	was|hing|to|ni|a$nas|
preenchíeis	pre|en|chí$eis|
Óder	ó$der|
gracejados	gra|ce|ja$dos|
pascais	pas|cais$
constróis	cons|tróis$
enfolas	en|fo$las|
orgulharei	or|gu|lha|rei$
jornalistas	jor|na|lis$tas|
preferencial	pre|fe|ren|ci|al$
recomprasse	re|com|pras$se|
desaparafusar	de|sa|pa|ra|fu|sar$
superalimentemos	su|pe|ra|li|men|te$mos|
higienizados	hi|gi|e|ni|za$dos|
despenalizas	des|pe|na|li$zas|
anafassem	a|na|fas$sem|
forçássemos	for|çás$se|mos|
adoptamos	a|dop|ta$mos|
interceptadas	in|ter|cep|ta$das|
alertarem	a|ler|ta$rem|
tufardes	tu|far$des|
enlutares	en|lu|ta$res|
quedássemos	que|dás$se|mos|
fogueava	fo|gue|a$va|
acordar-se-á	a|cor|dar|se|á$
ajustam	a|jus|tam$
desenfrearíamos	de|sen|fre|a|rí$a|mos|
redimirás	re|di|mi|rás$
estendê-lo	es|ten|dê$lo|
agarotará	a|ga|ro|ta|rá$
palmatoriará	pal|ma|to|ri|a|rá$
arrolhásseis	ar|ro|lhás$seis|
liquidificasses	li|qui|di|fi|cas$ses|
vossas	vos$sas|
discrepo	dis|cre$po|
brutalizara	bru|ta|li|za$ra|
combalir-te-á	com|ba|lir|te|á$
empatara	em|pa|ta$ra|
astralizasse	as|tra|li|zas$se|
acarinharem	a|ca|ri|nha$rem|
Tejo	te$jo|
desventurando	des|ven|tu|ran$do|
cromatizarmos	cro|ma|ti|zar$mos|
tisana	ti|sa$na|
largueáveis	lar|gue|á$veis|
desencardíeis	de|sen|car|dí$eis|
deslavares	des|la|va$res|
encubarias	en|cu|ba|ri$as|
enxaropes	en|xa|ro$pes|
esfarraparíamos	es|far|ra|pa|rí$a|mos|
obscurecer-te-íamos	obs|cu|re|cer|te|í$a|mos|
conciliar-lhes-emos	con|ci|li|ar|lhes|e$mos|
sodomizáveis	so|do|mi|zá$veis|
esgotaria	es|go|ta|ri$a|
esvoaçássemos	es|vo|a|çás$se|mos|
comprovámos	com|pro|vá$mos|
condutoras	con|du|to$ras|
pataratas	pa|ta|ra$tas|
destapaste	des|ta|pas$te|
punamos	pu|na$mos|
liquefaziam	li|que|fa|zi|am$
apreçavas	a|pre|ça$vas|
desusai	de|su|sai$
abristes	a|bris$tes|
fendo	fen$do|
matracardes	ma|tra|car$des|
jardine	jar|di$ne|
sofisticara	so|fis|ti|ca$ra|
fraternizadas	fra|ter|ni|za$das|
afivelo	a|fi|ve$lo|
aborde	a|bor$de|
asseguradores	as|se|gu|ra|do$res|
apeçonháreis	a|pe|ço|nhá$reis|
perpetuavas	per|pe|tu|a$vas|
descartássemos	des|car|tás$se|mos|
repaginavam	re|pa|gi|na|vam$
giestais	gi|es|tais$
heráldicas	he|rál$di|cas|
tencionássemos	ten|ci|o|nás$se|mos|
parodiaríamos	pa|ro|di|a|rí$a|mos|
condescenderdes	con|des|cen|der$des|
azulejadores	a|zu|le|ja|do$res|
aniversariaram	a|ni|ver|sa|ri|a$ram|
desaguisará	de|sa|gui|sa|rá$
situastes	si|tu|as$tes|
aguardáveis	a|guar|dá$veis|
esborracharas	es|bor|ra|cha$ras|
requalificássemos	re|qua|li|fi|cás$se|mos|
ensaboou	en|sa|bo|ou$
derrubasse	der|ru|bas$se|
deprimindo	de|pri|min$do|
desidrates	de|si|dra$tes|
mesquinhares	mes|qui|nha$res|
testemunhou	tes|te|mu|nhou$
cintilar-lhes-emos	cin|ti|lar|lhes|e$mos|
anular	a|nu|lar$
apostolaste	a|pos|to|las$te|
tenrinho	ten|ri$nho|
parques	par$ques|
esquematizasse	es|que|ma|ti|zas$se|
conspirado	cons|pi|ra$do|
relvámos	rel|vá$mos|
desafiará	de|sa|fi|a|rá$
amnistiar-vos-emos	am|nis|ti|ar|vos|e$mos|
requeimáveis	re|quei|má$veis|
atardou	a|tar|dou$
vitimámos	vi|ti|má$mos|
hospitalizais	hos|pi|ta|li|zais$
íamos-lhes	í$a|mos|lhes|
cogitarás	co|gi|ta|rás$
amolecassem	a|mo|le|cas$sem|
focalizáveis	fo|ca|li|zá$veis|
hipnótico	hip|nó$ti|co|
facilitados	fa|ci|li|ta$dos|
migrásseis	mi|grás$seis|
atravancardes	a|tra|van|car$des|
desinstaladoras	de|sins|ta|la|do$ras|
costumar-vos-ia	cos|tu|mar|vos|i$a|
descaroçadas	des|ca|ro|ça$das|
aprontava	a|pron|ta$va|
pasteleiros	pas|te|lei$ros|
rarefazerdes	ra|re|fa|zer$des|
apinhoada	a|pi|nho|a$da|
ossificarias	os|si|fi|ca|ri$as|
neurologia	neu|ro|lo|gi$a|
navegar-lhes-eis	na|ve|gar|lhes|eis$
sofismarei	so|fis|ma|rei$
orçamentarás	or|ça|men|ta|rás$
repuxavas	re|pu|xa$vas|
ferrolhasse	fer|ro|lhas$se|
subempregarão	su|bem|pre|ga|rão$
clausuravam	clau|su|ra|vam$
ultrajar-lha	ul|tra|jar|lha$
improvavam	im|pro|va|vam$
grugulejar	gru|gu|le|jar$
homologueis	ho|mo|lo|gueis$
glifo	gli$fo|
retesem	re|te$sem|
apeganháveis	a|pe|ga|nhá$veis|
matracava	ma|tra|ca$va|
contrafortar-me-ei	con|tra|for|tar|me|ei$
recostamos	re|cos|ta$mos|
dividiste	di|vi|dis$te|
maluqueeis	ma|lu|queei|s$
balizáveis	ba|li|zá$veis|
bastardos	bas|tar$dos|
maçadas	ma|ça$das|
profetiza	pro|fe|ti$za|
desregulamentos	des|re|gu|la|men$tos|
particularizáramos	par|ti|cu|la|ri|zá$ra|mos|
encadeiramos	en|ca|dei|ra$mos|
acerbarei	a|cer|ba|rei$
ridicularizardes	ri|di|cu|la|ri|zar$des|
Hudson	hud|son$
ressoou	res|so|ou$
janotá-lo-íeis	ja|no|tá|lo|í$eis|
rezingarias	re|zin|ga|ri$as|
curvar-me-ia	cur|var|me|i$a|
solidifiques	so|li|di|fi$ques|
congregas	con|gre$gas|
capacitar-me-emos	ca|pa|ci|tar|me|e$mos|
esgazeais	es|ga|ze|ais$
salifiquem	sa|li|fi$quem|
exercitante	e|xer|ci|tan$te|
menorizeis	me|no|ri|zeis$
desenrolhareis	de|sen|ro|lha|reis$
aposentassem	a|po|sen|tas$sem|
tutelaremos	tu|te|la|re$mos|
desaclimatem	de|sa|cli|ma$tem|
despenalizadoras	des|pe|na|li|za|do$ras|
caricaturaste	ca|ri|ca|tu|ras$te|
reaviou	re|a|vi|ou$
aparcelava	a|par|ce|la$va|
reabitavam	re|a|bi|ta|vam$
cariciar-vos	ca|ri|ci|ar$vos|
premuniriam	pre|mu|ni|ri|am$
castigos	cas|ti$gos|
expugnada	ex|pug|na$da|
gravitarei	gra|vi|ta|rei$
apequenámos	a|pe|que|ná$mos|
indefectível	in|de|fec|tí$vel|
faccionareis	fac|ci|o|na|reis$
desparafusássemos	des|pa|ra|fu|sás$se|mos|
impingir-lhes-emos	im|pin|gir|lhes|e$mos|
atendemos	a|ten|de$mos|
biogeográfica	bi|o|ge|o|grá$fi|ca|
redescontam	re|des|con|tam$
rastilhemos	ras|ti|lhe$mos|
esplendeceremos	es|plen|de|ce|re$mos|
facturais	fac|tu|rais$
tlintas	tlin$tas|
esqueça	es|que$ça|
desordenador	de|sor|de|na$dor|
brasona	bra|so$na|
entediaremos	en|te|di|a|re$mos|
desacostumam	de|sa|cos|tu|mam$
cerrai	cer|rai$
assoprando	as|so|pran$do|
cachimbadas	ca|chim|ba$das|
murchar-nos-ias	mur|char|nos|i$as|
seriara	se|ri|a$ra|
pradejasse	pra|de|jas$se|
digressionaríeis	di|gres|si|o|na|rí$eis|
ressorvêramos	res|sor|vê$ra|mos|
ultrapassar-me-íamos	ul|tra|pas|sar|me|í$a|mos|
azedares	a|ze|da$res|
invejaste	in|ve|jas$te|
impassibilizais	im|pas|si|bi|li|zais$
enriçadas	en|ri|ça$das|
refolhes	re|fo$lhes|
ajoujeis	a|jou|jeis$
afamadas	a|fa|ma$das|
descaracterizava	des|ca|rac|te|ri|za$va|
saltais	sal|tais$
basificar-lhes-emos	ba|si|fi|car|lhes|e$mos|
achegá-lo-á	a|che|gá|lo|á$
teledirigíreis	te|le|di|ri|gí$reis|
instilardes	ins|ti|lar$des|
ameigaríamos	a|mei|ga|rí$a|mos|
construíssem	cons|tru|ís$sem|
resolvemos	re|sol|ve$mos|
contraprovou	con|tra|pro|vou$
completar-lhe-emos	com|ple|tar|lhe|e$mos|
figuremos	fi|gu|re$mos|
desusam	de|su|sam$
desconfiguremos	des|con|fi|gu|re$mos|
competis	com|pe|tis$
saltitassem	sal|ti|tas$sem|
igualável	i|gua|lá$vel|
desconceituavam	des|con|cei|tu|a|vam$
reinstituísse	reins|ti|tu|ís$se|
monoteísmos	mo|no|te|ís$mos|
desenguiçando	de|sen|gui|çan$do|
verticalizaríamos	ver|ti|ca|li|za|rí$a|mos|
heterogénea	he|te|ro|gé$nea|
cruzes	cru$zes|
balbuciar-nos	bal|bu|ci|ar$nos|
desencobriam	de|sen|co|bri|am$
empedernirás	em|pe|der|ni|rás$
lanceareis	lan|ce|a|reis$
ressorvidos	res|sor|vi$dos|
assingeláreis	as|sin|ge|lá$reis|
bolinando	bo|li|nan$do|
atribulaste	a|tri|bu|las$te|
apatrulhar-lhes-ia	a|pa|tru|lhar|lhes|i$a|
debandarmos	de|ban|dar$mos|
seteávamos	se|te|á$va|mos|
escutadas	es|cu|ta$das|
agregava	a|gre|ga$va|
correger-se-á	cor|re|ger|se|á$
descortês	des|cor|tês$
instigaram	ins|ti|ga$ram|
tagarelarás	ta|ga|re|la|rás$
periclitávamos	pe|ri|cli|tá$va|mos|
preludiar-nos-á	pre|lu|di|ar|nos|á$
magoásseis	ma|go|ás$seis|
absolverei	ab|sol|ve|rei$
desestimularíeis	de|ses|ti|mu|la|rí$eis|
pipocavas	pi|po|ca$vas|
zoais	zo|ais$
viticulturas	vi|ti|cul|tu$ras|
denomináramos	de|no|mi|ná$ra|mos|
raptaríeis	rap|ta|rí$eis|
mendigou	men|di|gou$
esbater-lhe-iam	es|ba|ter|lhe|i|am$
